,Country,MEASURE,Age group,Year,Unit Code,Unit,Value
59043,Lithuania,GINI,Retirement age population: above 65,2009,0_TO_1,0-1 scale,0.27399999999999997
59044,Lithuania,GINI,Retirement age population: above 65,2010,0_TO_1,0-1 scale,0.26
59045,Lithuania,GINI,Retirement age population: above 65,2011,0_TO_1,0-1 scale,0.27
59046,Lithuania,GINI,Retirement age population: above 65,2012,0_TO_1,0-1 scale,0.294
59047,Lithuania,GINI,Retirement age population: above 65,2013,0_TO_1,0-1 scale,0.299
59053,Lithuania,CPI2010,Retirement age population: above 65,2009,IDX,Index,98.69795408
59054,Lithuania,CPI2010,Retirement age population: above 65,2010,IDX,Index,100.0
59055,Lithuania,CPI2010,Retirement age population: above 65,2011,IDX,Index,104.13027729999999
59056,Lithuania,CPI2010,Retirement age population: above 65,2012,IDX,Index,107.3478741
59057,Lithuania,CPI2010,Retirement age population: above 65,2013,IDX,Index,108.4723282
59282,Brazil,GINI,Total population,2009,0_TO_1,0-1 scale,0.485
59283,Brazil,GINI,Total population,2011,0_TO_1,0-1 scale,0.483
59284,Brazil,GINI,Total population,2013,0_TO_1,0-1 scale,0.47
59286,Brazil,CPI2010,Total population,2009,IDX,Index,95.20298012
59287,Brazil,CPI2010,Total population,2011,IDX,Index,106.6364398
59288,Brazil,CPI2010,Total population,2013,IDX,Index,119.37209490000001
59477,China (People's Republic of),GINI,Total population,2011,0_TO_1,0-1 scale,0.514
59478,China (People's Republic of),CPI2010,Total population,2011,IDX,Index,105.55389879999998
59529,Costa Rica,GINI,Total population,2010,0_TO_1,0-1 scale,0.47200000000000003
59530,Costa Rica,GINI,Total population,2011,0_TO_1,0-1 scale,0.48
59531,Costa Rica,GINI,Total population,2012,0_TO_1,0-1 scale,0.483
59532,Costa Rica,GINI,Total population,2013,0_TO_1,0-1 scale,0.494
59533,Costa Rica,GINI,Total population,2014,0_TO_1,0-1 scale,0.485
59534,Costa Rica,GINI,Total population,2015,0_TO_1,0-1 scale,0.479
59535,Costa Rica,GINI,Total population,2016,0_TO_1,0-1 scale,0.484
59536,Costa Rica,GINI,Total population,2017,0_TO_1,0-1 scale,0.48
59537,Costa Rica,GINI,Total population,2018,0_TO_1,0-1 scale,0.479
59538,Costa Rica,GINI,Total population,2019,0_TO_1,0-1 scale,0.478
59539,Costa Rica,CPI2010,Total population,2010,IDX,Index,100.0
59540,Costa Rica,CPI2010,Total population,2011,IDX,Index,104.87814009999998
59541,Costa Rica,CPI2010,Total population,2012,IDX,Index,109.59280790000001
59542,Costa Rica,CPI2010,Total population,2013,IDX,Index,115.3258782
59543,Costa Rica,CPI2010,Total population,2014,IDX,Index,120.5378885
59544,Costa Rica,CPI2010,Total population,2015,IDX,Index,121.50454209999998
59545,Costa Rica,CPI2010,Total population,2016,IDX,Index,121.48320590000002
59546,Costa Rica,CPI2010,Total population,2017,IDX,Index,123.45821370000002
59547,Costa Rica,CPI2010,Total population,2018,IDX,Index,126.2004497
59548,Costa Rica,CPI2010,Total population,2019,IDX,Index,128.8458466
59930,India,GINI,Total population,2011,0_TO_1,0-1 scale,0.495
59932,India,CPI2010,Total population,2011,IDX,Index,108.8583623
60025,Russia,GINI,Total population,2011,0_TO_1,0-1 scale,0.376
60026,Russia,GINI,Total population,2016,0_TO_1,0-1 scale,0.331
60027,Russia,CPI2010,Total population,2011,IDX,Index,108.44048259999998
60028,Russia,CPI2010,Total population,2016,IDX,Index,162.197349
60129,South Africa,GINI,Total population,2015,0_TO_1,0-1 scale,0.62
60130,South Africa,CPI2010,Total population,2015,IDX,Index,130.26859950000002
60196,Brazil,GINI,Working age population: 18-65,2009,0_TO_1,0-1 scale,0.48
60197,Brazil,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.479
60198,Brazil,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.465
60200,Brazil,CPI2010,Working age population: 18-65,2009,IDX,Index,95.20298012
60201,Brazil,CPI2010,Working age population: 18-65,2011,IDX,Index,106.6364398
60202,Brazil,CPI2010,Working age population: 18-65,2013,IDX,Index,119.37209490000001
60303,China (People's Republic of),GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.505
60304,China (People's Republic of),CPI2010,Working age population: 18-65,2011,IDX,Index,105.55389879999998
60333,Costa Rica,GINI,Working age population: 18-65,2010,0_TO_1,0-1 scale,0.461
60334,Costa Rica,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.46799999999999997
60335,Costa Rica,GINI,Working age population: 18-65,2012,0_TO_1,0-1 scale,0.46799999999999997
60336,Costa Rica,GINI,Working age population: 18-65,2013,0_TO_1,0-1 scale,0.483
60337,Costa Rica,GINI,Working age population: 18-65,2014,0_TO_1,0-1 scale,0.47600000000000003
60338,Costa Rica,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.469
60339,Costa Rica,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.473
60340,Costa Rica,GINI,Working age population: 18-65,2017,0_TO_1,0-1 scale,0.469
60341,Costa Rica,GINI,Working age population: 18-65,2018,0_TO_1,0-1 scale,0.46799999999999997
60342,Costa Rica,GINI,Working age population: 18-65,2019,0_TO_1,0-1 scale,0.47
60343,Costa Rica,CPI2010,Working age population: 18-65,2010,IDX,Index,100.0
60344,Costa Rica,CPI2010,Working age population: 18-65,2011,IDX,Index,104.87814009999998
60345,Costa Rica,CPI2010,Working age population: 18-65,2012,IDX,Index,109.59280790000001
60346,Costa Rica,CPI2010,Working age population: 18-65,2013,IDX,Index,115.3258782
60347,Costa Rica,CPI2010,Working age population: 18-65,2014,IDX,Index,120.5378885
60348,Costa Rica,CPI2010,Working age population: 18-65,2015,IDX,Index,121.50454209999998
60349,Costa Rica,CPI2010,Working age population: 18-65,2016,IDX,Index,121.48320590000002
60350,Costa Rica,CPI2010,Working age population: 18-65,2017,IDX,Index,123.45821370000002
60351,Costa Rica,CPI2010,Working age population: 18-65,2018,IDX,Index,126.2004497
60352,Costa Rica,CPI2010,Working age population: 18-65,2019,IDX,Index,128.8458466
60504,India,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.49200000000000005
60506,India,CPI2010,Working age population: 18-65,2011,IDX,Index,108.8583623
60555,Russia,GINI,Working age population: 18-65,2011,0_TO_1,0-1 scale,0.371
60556,Russia,GINI,Working age population: 18-65,2016,0_TO_1,0-1 scale,0.325
60557,Russia,CPI2010,Working age population: 18-65,2011,IDX,Index,108.44048259999998
60558,Russia,CPI2010,Working age population: 18-65,2016,IDX,Index,162.197349
60615,South Africa,GINI,Working age population: 18-65,2015,0_TO_1,0-1 scale,0.618
60616,South Africa,CPI2010,Working age population: 18-65,2015,IDX,Index,130.26859950000002
60660,Brazil,GINI,Retirement age population: above 65,2009,0_TO_1,0-1 scale,0.45799999999999996
60661,Brazil,GINI,Retirement age population: above 65,2011,0_TO_1,0-1 scale,0.45
60662,Brazil,GINI,Retirement age population: above 65,2013,0_TO_1,0-1 scale,0.44
60664,Brazil,CPI2010,Retirement age population: above 65,2009,IDX,Index,95.20298012
60665,Brazil,CPI2010,Retirement age population: above 65,2011,IDX,Index,106.6364398
60666,Brazil,CPI2010,Retirement age population: above 65,2013,IDX,Index,119.37209490000001
60759,China (People's Republic of),GINI,Retirement age population: above 65,2011,0_TO_1,0-1 scale,0.545
60760,China (People's Republic of),CPI2010,Retirement age population: above 65,2011,IDX,Index,105.55389879999998
60787,Costa Rica,GINI,Retirement age population: above 65,2010,0_TO_1,0-1 scale,0.52
60788,Costa Rica,GINI,Retirement age population: above 65,2011,0_TO_1,0-1 scale,0.544
60789,Costa Rica,GINI,Retirement age population: above 65,2012,0_TO_1,0-1 scale,0.5660000000000001
60790,Costa Rica,GINI,Retirement age population: above 65,2013,0_TO_1,0-1 scale,0.526
60791,Costa Rica,GINI,Retirement age population: above 65,2014,0_TO_1,0-1 scale,0.513
60792,Costa Rica,GINI,Retirement age population: above 65,2015,0_TO_1,0-1 scale,0.5
60793,Costa Rica,GINI,Retirement age population: above 65,2016,0_TO_1,0-1 scale,0.516
60794,Costa Rica,GINI,Retirement age population: above 65,2017,0_TO_1,0-1 scale,0.513
60795,Costa Rica,GINI,Retirement age population: above 65,2018,0_TO_1,0-1 scale,0.507
60796,Costa Rica,GINI,Retirement age population: above 65,2019,0_TO_1,0-1 scale,0.495
60797,Costa Rica,CPI2010,Retirement age population: above 65,2010,IDX,Index,100.0
60798,Costa Rica,CPI2010,Retirement age population: above 65,2011,IDX,Index,104.87814009999998
60799,Costa Rica,CPI2010,Retirement age population: above 65,2012,IDX,Index,109.59280790000001
60800,Costa Rica,CPI2010,Retirement age population: above 65,2013,IDX,Index,115.3258782
60801,Costa Rica,CPI2010,Retirement age population: above 65,2014,IDX,Index,120.5378885
60802,Costa Rica,CPI2010,Retirement age population: above 65,2015,IDX,Index,121.50454209999998
60803,Costa Rica,CPI2010,Retirement age population: above 65,2016,IDX,Index,121.48320590000002
60804,Costa Rica,CPI2010,Retirement age population: above 65,2017,IDX,Index,123.45821370000002
60805,Costa Rica,CPI2010,Retirement age population: above 65,2018,IDX,Index,126.2004497
60806,Costa Rica,CPI2010,Retirement age population: above 65,2019,IDX,Index,128.8458466
60948,India,GINI,Retirement age population: above 65,2011,0_TO_1,0-1 scale,0.536
60950,India,CPI2010,Retirement age population: above 65,2011,IDX,Index,108.8583623
60995,Russia,GINI,Retirement age population: above 65,2011,0_TO_1,0-1 scale,0.32299999999999995
60996,Russia,GINI,Retirement age population: above 65,2016,0_TO_1,0-1 scale,0.292
60997,Russia,CPI2010,Retirement age population: above 65,2011,IDX,Index,108.44048259999998
60998,Russia,CPI2010,Retirement age population: above 65,2016,IDX,Index,162.197349
61051,South Africa,GINI,Retirement age population: above 65,2015,0_TO_1,0-1 scale,0.6
61052,South Africa,CPI2010,Retirement age population: above 65,2015,IDX,Index,130.26859950000002
61479,Australia,CPI2015,Total population,2010,IDX,Index,89.25005999999999
61480,Australia,CPI2015,Total population,2012,IDX,Index,93.82401
61486,Belgium,CPI2015,Total population,2009,IDX,Index,90.08366
61487,Belgium,CPI2015,Total population,2010,IDX,Index,92.05586
61488,Belgium,CPI2015,Total population,2011,IDX,Index,95.30735
61489,Belgium,CPI2015,Total population,2012,IDX,Index,98.01375999999999
61490,Belgium,CPI2015,Total population,2013,IDX,Index,99.10474
61496,Canada,CPI2015,Total population,2009,IDX,Index,90.41348
61497,Canada,CPI2015,Total population,2010,IDX,Index,92.02002
61498,Canada,CPI2015,Total population,2011,IDX,Index,94.69976
61504,Czech Republic,CPI2015,Total population,2009,IDX,Index,91.66666
61505,Czech Republic,CPI2015,Total population,2010,IDX,Index,93.01666999999999
61506,Czech Republic,CPI2015,Total population,2011,IDX,Index,94.8
61507,Czech Republic,CPI2015,Total population,2012,IDX,Index,97.91666
61508,Czech Republic,CPI2015,Total population,2013,IDX,Index,99.325
61513,Denmark,CPI2015,Total population,2009,IDX,Index,91.23333000000001
61514,Denmark,CPI2015,Total population,2010,IDX,Index,93.34167
61515,Denmark,CPI2015,Total population,2011,IDX,Index,95.91666
61521,Finland,CPI2015,Total population,2009,IDX,Index,90.84034
61522,Finland,CPI2015,Total population,2010,IDX,Index,91.91601999999999
61523,Finland,CPI2015,Total population,2011,IDX,Index,95.05660999999999
61524,Finland,CPI2015,Total population,2012,IDX,Index,97.72610999999999
61530,France,CPI2015,Total population,2009,IDX,Index,93.28667
61531,France,CPI2015,Total population,2010,IDX,Index,94.715
61532,France,CPI2015,Total population,2011,IDX,Index,96.715
61538,Germany,CPI2015,Total population,2009,IDX,Index,92.26585
61539,Germany,CPI2015,Total population,2010,IDX,Index,93.28429
61540,Germany,CPI2015,Total population,2011,IDX,Index,95.2201
61545,Greece,CPI2015,Total population,2009,IDX,Index,94.76817
61546,Greece,CPI2015,Total population,2010,IDX,Index,99.23456999999999
61547,Greece,CPI2015,Total population,2011,IDX,Index,102.539
61548,Greece,CPI2015,Total population,2012,IDX,Index,104.0786
61549,Greece,CPI2015,Total population,2013,IDX,Index,103.1188
61552,Hungary,CPI2015,Total population,2009,IDX,Index,85.62177
61553,Hungary,CPI2015,Total population,2012,IDX,Index,98.5813
61559,Iceland,CPI2015,Total population,2009,IDX,Index,80.51058
61560,Iceland,CPI2015,Total population,2010,IDX,Index,84.85552
61561,Iceland,CPI2015,Total population,2011,IDX,Index,88.25061
61562,Iceland,CPI2015,Total population,2012,IDX,Index,92.8272
61563,Iceland,CPI2015,Total population,2013,IDX,Index,96.42172
61569,Ireland,CPI2015,Total population,2009,IDX,Index,96.38674
61570,Ireland,CPI2015,Total population,2010,IDX,Index,95.49795999999999
61571,Ireland,CPI2015,Total population,2011,IDX,Index,97.94003000000001
61572,Ireland,CPI2015,Total population,2012,IDX,Index,99.6013
61573,Ireland,CPI2015,Total population,2013,IDX,Index,100.10799999999999
61576,Italy,CPI2015,Total population,2009,IDX,Index,91.59818
61577,Italy,CPI2015,Total population,2010,IDX,Index,92.99553
61578,Italy,CPI2015,Total population,2011,IDX,Index,95.5814
61579,Italy,CPI2015,Total population,2012,IDX,Index,98.48836999999999
61580,Italy,CPI2015,Total population,2013,IDX,Index,99.68993
61582,Japan,CPI2015,Total population,2009,IDX,Index,97.225
61583,Japan,CPI2015,Total population,2012,IDX,Index,96.21667
61587,Korea,CPI2015,Total population,2009,IDX,Index,88.4515
61588,Korea,CPI2015,Total population,2010,IDX,Index,91.05125
61589,Korea,CPI2015,Total population,2011,IDX,Index,94.71684
61590,Korea,CPI2015,Total population,2012,IDX,Index,96.7885
61596,Luxembourg,CPI2015,Total population,2009,IDX,Index,89.53917
61597,Luxembourg,CPI2015,Total population,2010,IDX,Index,91.575
61598,Luxembourg,CPI2015,Total population,2011,IDX,Index,94.69833
61599,Luxembourg,CPI2015,Total population,2012,IDX,Index,97.22
61600,Luxembourg,CPI2015,Total population,2013,IDX,Index,98.90583000000001
61605,Mexico,CPI2015,Total population,2010,IDX,Index,83.74461
61606,Mexico,CPI2015,Total population,2012,IDX,Index,90.15859
61611,Netherlands,CPI2015,Total population,2009,IDX,Index,90.43584
61612,Netherlands,CPI2015,Total population,2010,IDX,Index,91.58915999999999
61613,Netherlands,CPI2015,Total population,2012,IDX,Index,96.035
61615,New Zealand,CPI2015,Total population,2009,IDX,Index,90.55659
61616,New Zealand,CPI2015,Total population,2011,IDX,Index,96.37273
61619,Norway,CPI2015,Total population,2009,IDX,Index,89.91666
61620,Norway,CPI2015,Total population,2010,IDX,Index,92.09167
61621,Norway,CPI2015,Total population,2011,IDX,Index,93.275
61626,Poland,CPI2015,Total population,2009,IDX,Index,90.15737
61627,Poland,CPI2015,Total population,2010,IDX,Index,92.48406
61628,Poland,CPI2015,Total population,2011,IDX,Index,96.40483
61629,Poland,CPI2015,Total population,2012,IDX,Index,99.8372
61630,Poland,CPI2015,Total population,2013,IDX,Index,100.8276
61636,Portugal,CPI2015,Total population,2009,IDX,Index,92.12856
61637,Portugal,CPI2015,Total population,2010,IDX,Index,93.42071999999999
61638,Portugal,CPI2015,Total population,2011,IDX,Index,96.83339000000001
61639,Portugal,CPI2015,Total population,2012,IDX,Index,99.51890999999999
61640,Portugal,CPI2015,Total population,2013,IDX,Index,99.79201
61646,Slovak Republic,CPI2015,Total population,2009,IDX,Index,91.09355
61647,Slovak Republic,CPI2015,Total population,2010,IDX,Index,91.96533000000001
61648,Slovak Republic,CPI2015,Total population,2011,IDX,Index,95.56971999999999
61649,Slovak Republic,CPI2015,Total population,2012,IDX,Index,99.01606
61650,Slovak Republic,CPI2015,Total population,2013,IDX,Index,100.4028
61653,Sweden,CPI2015,Total population,2009,IDX,Index,95.42492
61654,Sweden,CPI2015,Total population,2010,IDX,Index,96.52991999999999
61655,Sweden,CPI2015,Total population,2011,IDX,Index,99.38832
61656,Switzerland,CPI2015,Total population,2009,IDX,Index,101.166
61657,Switzerland,CPI2015,Total population,2011,IDX,Index,102.0979
61660,Turkey,CPI2015,Total population,2009,IDX,Index,63.0594
61661,Turkey,CPI2015,Total population,2010,IDX,Index,68.46135
61662,Turkey,CPI2015,Total population,2011,IDX,Index,72.89208
61668,United Kingdom,CPI2015,Total population,2009,IDX,Index,87.9
61669,United Kingdom,CPI2015,Total population,2010,IDX,Index,90.1
61675,United States,CPI2015,Total population,2009,IDX,Index,90.51545
61676,United States,CPI2015,Total population,2010,IDX,Index,91.99994000000001
61677,United States,CPI2015,Total population,2011,IDX,Index,94.90424
61678,United States,CPI2015,Total population,2012,IDX,Index,96.86811999999999
61680,Chile,CPI2015,Total population,2009,IDX,Index,83.28355
61681,Chile,CPI2015,Total population,2011,IDX,Index,87.28039
61687,Estonia,CPI2015,Total population,2009,IDX,Index,87.11739
61688,Estonia,CPI2015,Total population,2010,IDX,Index,89.70656
61689,Estonia,CPI2015,Total population,2011,IDX,Index,94.17565
61690,Estonia,CPI2015,Total population,2012,IDX,Index,97.87996
61691,Estonia,CPI2015,Total population,2013,IDX,Index,100.6016
61694,Israel,CPI2015,Total population,2009,IDX,Index,91.24791
61695,Israel,CPI2015,Total population,2010,IDX,Index,93.71859
61696,Israel,CPI2015,Total population,2011,IDX,Index,96.96818
61702,Latvia,CPI2015,Total population,2009,IDX,Index,94.00404
61703,Latvia,CPI2015,Total population,2010,IDX,Index,92.98444
61704,Latvia,CPI2015,Total population,2011,IDX,Index,97.04855
61705,Latvia,CPI2015,Total population,2012,IDX,Index,99.2397
61706,Latvia,CPI2015,Total population,2013,IDX,Index,99.21047
61712,Lithuania,CPI2015,Total population,2009,IDX,Index,91.70551
61713,Lithuania,CPI2015,Total population,2010,IDX,Index,92.91530999999999
61714,Lithuania,CPI2015,Total population,2011,IDX,Index,96.75296999999999
61715,Lithuania,CPI2015,Total population,2012,IDX,Index,99.74261
61716,Lithuania,CPI2015,Total population,2013,IDX,Index,100.7874
61718,Russia,CPI2015,Total population,2010,IDX,Index,65.99516
61724,Slovenia,CPI2015,Total population,2009,IDX,Index,92.7175
